region_code,settlement_datetime,trading_date,rrp_aud_mwh,total_demand_mw,period_type
QLD1,2026-03-22 02:30:00,2026-03-22,88.15,5767.15,TRADE
QLD1,2026-03-22 02:35:00,2026-03-22,86.57,5747.75,TRADE
QLD1,2026-03-22 02:40:00,2026-03-22,87.32,5776.54,TRADE
QLD1,2026-03-22 02:45:00,2026-03-22,92.28,5785.75,TRADE
QLD1,2026-03-22 02:50:00,2026-03-22,91.75,5796.51,TRADE
QLD1,2026-03-22 02:55:00,2026-03-22,89.49,5760.27,TRADE
QLD1,2026-03-22 03:00:00,2026-03-22,88.36,5729.72,TRADE
QLD1,2026-03-22 03:05:00,2026-03-22,93.89,5761.91,TRADE
QLD1,2026-03-22 03:10:00,2026-03-22,91.75,5728.28,TRADE
QLD1,2026-03-22 03:15:00,2026-03-22,91.75,5739.46,TRADE
QLD1,2026-03-22 03:20:00,2026-03-22,91.39,5735.93,TRADE
QLD1,2026-03-22 03:25:00,2026-03-22,90.85,5707.52,TRADE
QLD1,2026-03-22 03:30:00,2026-03-22,91.53,5707.99,TRADE
QLD1,2026-03-22 03:35:00,2026-03-22,91.75,5760.77,TRADE
QLD1,2026-03-22 03:40:00,2026-03-22,91.75,5674.06,TRADE
QLD1,2026-03-22 03:45:00,2026-03-22,89.57,5670.06,TRADE
QLD1,2026-03-22 03:50:00,2026-03-22,91.75,5722.09,TRADE
QLD1,2026-03-22 03:55:00,2026-03-22,91.75,5733.51,TRADE
QLD1,2026-03-22 04:00:00,2026-03-22,91.75,5671.05,TRADE
QLD1,2026-03-22 04:05:00,2026-03-22,91.75,5701.02,TRADE
QLD1,2026-03-22 04:10:00,2026-03-22,91.75,5738.87,TRADE
QLD1,2026-03-22 04:15:00,2026-03-22,95.82,5753.37,TRADE
QLD1,2026-03-22 04:20:00,2026-03-22,94.55,5727.67,TRADE
QLD1,2026-03-22 04:25:00,2026-03-22,95.15,5698.61,TRADE
QLD1,2026-03-22 04:30:00,2026-03-22,95.2,5712.9,TRADE
QLD1,2026-03-22 04:35:00,2026-03-22,95.08,5728.51,TRADE
QLD1,2026-03-22 04:40:00,2026-03-22,95.0,5694.29,TRADE
QLD1,2026-03-22 04:45:00,2026-03-22,95.74,5683.47,TRADE
QLD1,2026-03-22 04:50:00,2026-03-22,95.82,5703.26,TRADE
QLD1,2026-03-22 04:55:00,2026-03-22,95.82,5738.17,TRADE
QLD1,2026-03-22 05:00:00,2026-03-22,97.67,5772.31,TRADE
QLD1,2026-03-22 05:05:00,2026-03-22,93.28,5745.76,TRADE
QLD1,2026-03-22 05:10:00,2026-03-22,91.75,5771.2,TRADE
QLD1,2026-03-22 05:15:00,2026-03-22,92.35,5756.22,TRADE
QLD1,2026-03-22 05:20:00,2026-03-22,91.77,5719.18,TRADE
QLD1,2026-03-22 05:25:00,2026-03-22,92.47,5769.27,TRADE
QLD1,2026-03-22 05:30:00,2026-03-22,92.4,5762.36,TRADE
QLD1,2026-03-22 05:35:00,2026-03-22,87.34,5725.22,TRADE
QLD1,2026-03-22 05:40:00,2026-03-22,95.82,5783.47,TRADE
QLD1,2026-03-22 05:45:00,2026-03-22,95.82,5777.3,TRADE
QLD1,2026-03-22 05:50:00,2026-03-22,93.3,5774.61,TRADE
QLD1,2026-03-22 05:55:00,2026-03-22,94.0,5749.29,TRADE
QLD1,2026-03-22 06:00:00,2026-03-22,94.11,5782.07,TRADE
QLD1,2026-03-22 06:05:00,2026-03-22,100.3,5808.31,TRADE
QLD1,2026-03-22 06:10:00,2026-03-22,101.35,5750.51,TRADE
QLD1,2026-03-22 06:15:00,2026-03-22,97.45,5751.98,TRADE
QLD1,2026-03-22 06:20:00,2026-03-22,98.34,5739.53,TRADE
QLD1,2026-03-22 06:25:00,2026-03-22,99.84,5796.36,TRADE
QLD1,2026-03-22 06:30:00,2026-03-22,96.69,5740.75,TRADE
QLD1,2026-03-22 06:35:00,2026-03-22,85.83,5753.97,TRADE
QLD1,2026-03-22 06:40:00,2026-03-22,72.75,5728.05,TRADE
QLD1,2026-03-22 06:45:00,2026-03-22,72.75,5752.63,TRADE
QLD1,2026-03-22 06:50:00,2026-03-22,52.59,5643.49,TRADE
QLD1,2026-03-22 06:55:00,2026-03-22,51.02,5612.51,TRADE
QLD1,2026-03-22 07:00:00,2026-03-22,33.17,5569.07,TRADE
QLD1,2026-03-22 07:05:00,2026-03-22,39.71,5538.31,TRADE
QLD1,2026-03-22 07:10:00,2026-03-22,37.93,5479.61,TRADE
QLD1,2026-03-22 07:15:00,2026-03-22,29.94,5484.75,TRADE
QLD1,2026-03-22 07:20:00,2026-03-22,23.71,5478.23,TRADE
QLD1,2026-03-22 07:25:00,2026-03-22,0.84,5394.2,TRADE
QLD1,2026-03-22 07:30:00,2026-03-22,0.84,5427.89,TRADE
QLD1,2026-03-22 07:35:00,2026-03-22,0.56,5418.27,TRADE
QLD1,2026-03-22 07:40:00,2026-03-22,0.84,5339.72,TRADE
QLD1,2026-03-22 07:45:00,2026-03-22,0.84,5372.32,TRADE
QLD1,2026-03-22 07:50:00,2026-03-22,0.84,5345.84,TRADE
QLD1,2026-03-22 07:55:00,2026-03-22,0.84,5233.9,TRADE
QLD1,2026-03-22 08:00:00,2026-03-22,0.84,5208.12,TRADE
QLD1,2026-03-22 08:05:00,2026-03-22,19.8,5243.21,TRADE
QLD1,2026-03-22 08:10:00,2026-03-22,1.0,5184.74,TRADE
QLD1,2026-03-22 08:15:00,2026-03-22,1.15,5183.12,TRADE
QLD1,2026-03-22 08:20:00,2026-03-22,0.62,5067.25,TRADE
QLD1,2026-03-22 08:25:00,2026-03-22,5.71,5121.81,TRADE
QLD1,2026-03-22 08:30:00,2026-03-22,0.84,5049.64,TRADE
QLD1,2026-03-22 08:35:00,2026-03-22,0.82,5031.51,TRADE
QLD1,2026-03-22 08:40:00,2026-03-22,0.0,5008.29,TRADE
QLD1,2026-03-22 08:45:00,2026-03-22,-3.01,4943.14,TRADE
QLD1,2026-03-22 08:50:00,2026-03-22,-3.01,4968.82,TRADE
QLD1,2026-03-22 08:55:00,2026-03-22,-2.71,4935.79,TRADE
QLD1,2026-03-22 09:00:00,2026-03-22,0.0,4852.71,TRADE
QLD1,2026-03-22 09:05:00,2026-03-22,0.0,4884.73,TRADE
QLD1,2026-03-22 09:10:00,2026-03-22,0.0,4907.56,TRADE
QLD1,2026-03-22 09:15:00,2026-03-22,0.0,4974.61,TRADE
QLD1,2026-03-22 09:20:00,2026-03-22,0.0,4937.43,TRADE
QLD1,2026-03-22 09:25:00,2026-03-22,-0.16,4972.54,TRADE
QLD1,2026-03-22 09:30:00,2026-03-22,-2.73,4995.74,TRADE
QLD1,2026-03-22 09:35:00,2026-03-22,0.0,5111.65,TRADE
QLD1,2026-03-22 09:40:00,2026-03-22,0.0,5148.95,TRADE
QLD1,2026-03-22 09:45:00,2026-03-22,0.0,5284.16,TRADE
QLD1,2026-03-22 09:50:00,2026-03-22,0.84,5289.38,TRADE
QLD1,2026-03-22 09:55:00,2026-03-22,0.84,5308.77,TRADE
QLD1,2026-03-22 10:00:00,2026-03-22,8.11,5252.1,TRADE
QLD1,2026-03-22 10:05:00,2026-03-22,35.35,5309.91,TRADE
QLD1,2026-03-22 10:10:00,2026-03-22,0.0,5277.25,TRADE
QLD1,2026-03-22 10:15:00,2026-03-22,0.84,5210.13,TRADE
QLD1,2026-03-22 10:20:00,2026-03-22,0.84,5165.3,TRADE
QLD1,2026-03-22 10:25:00,2026-03-22,21.98,5127.88,TRADE
QLD1,2026-03-22 10:30:00,2026-03-22,21.98,5086.32,TRADE
QLD1,2026-03-22 10:35:00,2026-03-22,0.73,5099.01,TRADE
QLD1,2026-03-22 10:40:00,2026-03-22,14.18,5037.98,TRADE
QLD1,2026-03-22 10:45:00,2026-03-22,0.0,5086.11,TRADE
QLD1,2026-03-22 10:50:00,2026-03-22,0.73,5002.87,TRADE
QLD1,2026-03-22 10:55:00,2026-03-22,0.0,5031.79,TRADE
QLD1,2026-03-22 11:00:00,2026-03-22,0.05,4950.41,TRADE
QLD1,2026-03-22 11:05:00,2026-03-22,1.3,4870.93,TRADE
QLD1,2026-03-22 11:10:00,2026-03-22,30.86,5013.93,TRADE
QLD1,2026-03-22 11:15:00,2026-03-22,1.01,4939.42,TRADE
QLD1,2026-03-22 11:20:00,2026-03-22,30.48,4992.29,TRADE
QLD1,2026-03-22 11:25:00,2026-03-22,0.0,5052.19,TRADE
QLD1,2026-03-22 11:30:00,2026-03-22,0.82,5070.22,TRADE
QLD1,2026-03-22 11:35:00,2026-03-22,5.71,5117.97,TRADE
QLD1,2026-03-22 11:40:00,2026-03-22,35.5,5236.89,TRADE
QLD1,2026-03-22 11:45:00,2026-03-22,35.05,5182.61,TRADE
QLD1,2026-03-22 11:50:00,2026-03-22,23.71,5033.85,TRADE
QLD1,2026-03-22 11:55:00,2026-03-22,12.04,4970.74,TRADE
QLD1,2026-03-22 12:00:00,2026-03-22,33.78,4910.22,TRADE
QLD1,2026-03-22 12:05:00,2026-03-22,0.0,4702.64,TRADE
QLD1,2026-03-22 12:10:00,2026-03-22,21.19,4655.96,TRADE
QLD1,2026-03-22 12:15:00,2026-03-22,0.0,4681.07,TRADE
QLD1,2026-03-22 12:20:00,2026-03-22,22.81,4670.67,TRADE
QLD1,2026-03-22 12:25:00,2026-03-22,-3.99,4658.11,TRADE
QLD1,2026-03-22 12:30:00,2026-03-22,22.81,4553.4,TRADE
QLD1,2026-03-22 12:35:00,2026-03-22,21.37,4515.88,TRADE
QLD1,2026-03-22 12:40:00,2026-03-22,12.04,4516.5,TRADE
QLD1,2026-03-22 12:45:00,2026-03-22,23.71,4732.44,TRADE
QLD1,2026-03-22 12:50:00,2026-03-22,36.22,4821.45,TRADE
QLD1,2026-03-22 12:55:00,2026-03-22,5.71,4828.04,TRADE
QLD1,2026-03-22 13:00:00,2026-03-22,22.81,4909.98,TRADE
QLD1,2026-03-22 13:05:00,2026-03-22,0.82,4883.0,TRADE
QLD1,2026-03-22 13:10:00,2026-03-22,31.62,4977.82,TRADE
QLD1,2026-03-22 13:15:00,2026-03-22,12.03,4991.53,TRADE
QLD1,2026-03-22 13:20:00,2026-03-22,0.0,5033.51,TRADE
QLD1,2026-03-22 13:25:00,2026-03-22,34.65,5040.23,TRADE
QLD1,2026-03-22 13:30:00,2026-03-22,0.81,5056.89,TRADE
QLD1,2026-03-22 13:35:00,2026-03-22,16.37,5121.95,TRADE
QLD1,2026-03-22 13:40:00,2026-03-22,23.71,5147.19,TRADE
QLD1,2026-03-22 13:45:00,2026-03-22,12.03,5201.54,TRADE
QLD1,2026-03-22 13:50:00,2026-03-22,20.37,5266.04,TRADE
QLD1,2026-03-22 13:55:00,2026-03-22,0.0,5164.27,TRADE
QLD1,2026-03-22 14:00:00,2026-03-22,0.0,5262.09,TRADE
QLD1,2026-03-22 14:05:00,2026-03-22,0.0,5291.45,TRADE
QLD1,2026-03-22 14:10:00,2026-03-22,0.0,5303.24,TRADE
QLD1,2026-03-22 14:15:00,2026-03-22,0.0,5341.8,TRADE
QLD1,2026-03-22 14:20:00,2026-03-22,34.45,5357.15,TRADE
QLD1,2026-03-22 14:25:00,2026-03-22,34.53,5507.79,TRADE
QLD1,2026-03-22 14:30:00,2026-03-22,33.6,5592.17,TRADE
QLD1,2026-03-22 14:35:00,2026-03-22,0.0,5622.23,TRADE
QLD1,2026-03-22 14:40:00,2026-03-22,50.0,5756.51,TRADE
QLD1,2026-03-22 14:45:00,2026-03-22,50.5,5875.97,TRADE
QLD1,2026-03-22 14:50:00,2026-03-22,50.5,5895.95,TRADE
QLD1,2026-03-22 14:55:00,2026-03-22,40.0,5997.57,TRADE
QLD1,2026-03-22 15:00:00,2026-03-22,54.1,5971.04,TRADE
QLD1,2026-03-22 15:05:00,2026-03-22,0.33,6116.68,TRADE
QLD1,2026-03-22 15:10:00,2026-03-22,34.61,6252.92,TRADE
QLD1,2026-03-22 15:15:00,2026-03-22,53.73,6309.9,TRADE
QLD1,2026-03-22 15:20:00,2026-03-22,40.0,6277.62,TRADE
QLD1,2026-03-22 15:25:00,2026-03-22,35.5,6275.67,TRADE
QLD1,2026-03-22 15:30:00,2026-03-22,30.7,6278.0,TRADE
QLD1,2026-03-22 15:35:00,2026-03-22,-2.71,6305.06,TRADE
QLD1,2026-03-22 15:40:00,2026-03-22,-2.71,6407.21,TRADE
QLD1,2026-03-22 15:45:00,2026-03-22,0.0,6479.0,TRADE
QLD1,2026-03-22 15:50:00,2026-03-22,53.54,6522.29,TRADE
QLD1,2026-03-22 15:55:00,2026-03-22,41.37,6580.22,TRADE
QLD1,2026-03-22 16:00:00,2026-03-22,53.54,6667.05,TRADE
QLD1,2026-03-22 16:05:00,2026-03-22,33.37,6681.61,TRADE
QLD1,2026-03-22 16:10:00,2026-03-22,55.22,6747.55,TRADE
QLD1,2026-03-22 16:15:00,2026-03-22,63.83,6856.14,TRADE
QLD1,2026-03-22 16:20:00,2026-03-22,63.83,6932.16,TRADE
QLD1,2026-03-22 16:25:00,2026-03-22,63.83,7028.82,TRADE
QLD1,2026-03-22 16:30:00,2026-03-22,53.73,7101.0,TRADE
QLD1,2026-03-22 16:35:00,2026-03-22,55.51,7242.3,TRADE
QLD1,2026-03-22 16:40:00,2026-03-22,63.71,7164.39,TRADE
QLD1,2026-03-22 16:45:00,2026-03-22,53.73,7123.0,TRADE
QLD1,2026-03-22 16:50:00,2026-03-22,39.3,7208.75,TRADE
QLD1,2026-03-22 16:55:00,2026-03-22,63.83,7309.14,TRADE
QLD1,2026-03-22 17:00:00,2026-03-22,71.7,7345.48,TRADE
QLD1,2026-03-22 17:05:00,2026-03-22,71.7,7415.39,TRADE
QLD1,2026-03-22 17:10:00,2026-03-22,72.74,7452.04,TRADE
QLD1,2026-03-22 17:15:00,2026-03-22,72.75,7507.39,TRADE
QLD1,2026-03-22 17:20:00,2026-03-22,76.23,7500.39,TRADE
QLD1,2026-03-22 17:25:00,2026-03-22,71.69,7561.23,TRADE
QLD1,2026-03-22 17:30:00,2026-03-22,77.73,7639.14,TRADE
QLD1,2026-03-22 17:35:00,2026-03-22,75.83,7683.77,TRADE
QLD1,2026-03-22 17:40:00,2026-03-22,75.83,7701.65,TRADE
QLD1,2026-03-22 17:45:00,2026-03-22,83.14,7799.96,TRADE
QLD1,2026-03-22 17:50:00,2026-03-22,79.99,7731.73,TRADE
QLD1,2026-03-22 17:55:00,2026-03-22,77.73,7754.92,TRADE
QLD1,2026-03-22 18:00:00,2026-03-22,92.59,7861.55,TRADE
QLD1,2026-03-22 18:05:00,2026-03-22,89.16,7832.08,TRADE
QLD1,2026-03-22 18:10:00,2026-03-22,84.73,7820.06,TRADE
QLD1,2026-03-22 18:15:00,2026-03-22,86.1,7850.61,TRADE
QLD1,2026-03-22 18:20:00,2026-03-22,87.34,7866.46,TRADE
QLD1,2026-03-22 18:25:00,2026-03-22,86.1,7942.43,TRADE
QLD1,2026-03-22 18:30:00,2026-03-22,86.1,7968.49,TRADE
QLD1,2026-03-22 18:35:00,2026-03-22,86.1,7931.65,TRADE
QLD1,2026-03-22 18:40:00,2026-03-22,84.73,7867.61,TRADE
QLD1,2026-03-22 18:45:00,2026-03-22,92.59,7900.14,TRADE
QLD1,2026-03-22 18:50:00,2026-03-22,79.99,7846.81,TRADE
QLD1,2026-03-22 18:55:00,2026-03-22,79.99,7849.23,TRADE
QLD1,2026-03-22 19:00:00,2026-03-22,83.95,7830.13,TRADE
QLD1,2026-03-22 19:05:00,2026-03-22,83.95,7837.24,TRADE
QLD1,2026-03-22 19:10:00,2026-03-22,84.73,7728.1,TRADE
QLD1,2026-03-22 19:15:00,2026-03-22,86.1,7745.14,TRADE
QLD1,2026-03-22 19:20:00,2026-03-22,84.73,7706.63,TRADE
QLD1,2026-03-22 19:25:00,2026-03-22,85.83,7614.84,TRADE
QLD1,2026-03-22 19:30:00,2026-03-22,86.1,7651.65,TRADE
QLD1,2026-03-22 19:35:00,2026-03-22,77.73,7568.17,TRADE
QLD1,2026-03-22 19:40:00,2026-03-22,84.71,7522.15,TRADE
QLD1,2026-03-22 19:45:00,2026-03-22,84.71,7459.32,TRADE
QLD1,2026-03-22 19:50:00,2026-03-22,84.73,7491.3,TRADE
QLD1,2026-03-22 19:55:00,2026-03-22,81.58,7428.08,TRADE
QLD1,2026-03-22 20:00:00,2026-03-22,84.73,7401.89,TRADE
QLD1,2026-03-22 20:05:00,2026-03-22,90.62,7423.92,TRADE
QLD1,2026-03-22 20:10:00,2026-03-22,76.29,7309.76,TRADE
QLD1,2026-03-22 20:15:00,2026-03-22,77.91,7340.75,TRADE
QLD1,2026-03-22 20:20:00,2026-03-22,84.71,7315.28,TRADE
QLD1,2026-03-22 20:25:00,2026-03-22,84.06,7253.43,TRADE
QLD1,2026-03-22 20:30:00,2026-03-22,83.84,7238.09,TRADE
QLD1,2026-03-22 20:35:00,2026-03-22,85.83,7256.38,TRADE
QLD1,2026-03-22 20:40:00,2026-03-22,85.83,7351.48,TRADE
QLD1,2026-03-22 20:45:00,2026-03-22,84.71,7308.6,TRADE
QLD1,2026-03-22 20:50:00,2026-03-22,74.44,7275.51,TRADE
QLD1,2026-03-22 20:55:00,2026-03-22,84.71,7294.32,TRADE
QLD1,2026-03-22 21:00:00,2026-03-22,84.71,7211.31,TRADE
QLD1,2026-03-22 21:05:00,2026-03-22,79.68,7187.06,TRADE
QLD1,2026-03-22 21:10:00,2026-03-22,84.15,7222.08,TRADE
QLD1,2026-03-22 21:15:00,2026-03-22,81.47,7177.78,TRADE
QLD1,2026-03-22 21:20:00,2026-03-22,77.53,7078.28,TRADE
QLD1,2026-03-22 21:25:00,2026-03-22,77.53,7113.96,TRADE
QLD1,2026-03-22 21:30:00,2026-03-22,76.29,7078.72,TRADE
QLD1,2026-03-22 21:35:00,2026-03-22,76.29,7028.02,TRADE
QLD1,2026-03-22 21:40:00,2026-03-22,77.53,6997.62,TRADE
QLD1,2026-03-22 21:45:00,2026-03-22,76.29,6942.72,TRADE
QLD1,2026-03-22 21:50:00,2026-03-22,76.29,6894.98,TRADE
QLD1,2026-03-22 21:55:00,2026-03-22,76.29,6913.14,TRADE
QLD1,2026-03-22 22:00:00,2026-03-22,74.44,6820.34,TRADE
QLD1,2026-03-22 22:05:00,2026-03-22,84.73,6764.13,TRADE
QLD1,2026-03-22 22:10:00,2026-03-22,85.83,6761.66,TRADE
QLD1,2026-03-22 22:15:00,2026-03-22,84.73,6687.48,TRADE
QLD1,2026-03-22 22:20:00,2026-03-22,77.73,6710.38,TRADE
QLD1,2026-03-22 22:25:00,2026-03-22,75.83,6637.57,TRADE
QLD1,2026-03-22 22:30:00,2026-03-22,80.12,6596.71,TRADE
QLD1,2026-03-22 22:35:00,2026-03-22,80.97,6575.91,TRADE
QLD1,2026-03-22 22:40:00,2026-03-22,77.53,6549.69,TRADE
QLD1,2026-03-22 22:45:00,2026-03-22,75.83,6493.76,TRADE
QLD1,2026-03-22 22:50:00,2026-03-22,75.83,6496.75,TRADE
QLD1,2026-03-22 22:55:00,2026-03-22,72.75,6461.7,TRADE
QLD1,2026-03-22 23:00:00,2026-03-22,75.83,6384.65,TRADE
QLD1,2026-03-22 23:05:00,2026-03-22,91.75,6372.47,TRADE
QLD1,2026-03-22 23:10:00,2026-03-22,87.75,6309.3,TRADE
QLD1,2026-03-22 23:15:00,2026-03-22,91.75,6320.0,TRADE
QLD1,2026-03-22 23:20:00,2026-03-22,92.73,6304.0,TRADE
QLD1,2026-03-22 23:25:00,2026-03-22,91.75,6264.48,TRADE
QLD1,2026-03-22 23:30:00,2026-03-22,92.73,6269.69,TRADE
QLD1,2026-03-22 23:35:00,2026-03-22,94.43,6287.48,TRADE
QLD1,2026-03-22 23:40:00,2026-03-22,95.82,6299.91,TRADE
QLD1,2026-03-22 23:45:00,2026-03-22,94.58,6304.61,TRADE
QLD1,2026-03-22 23:50:00,2026-03-22,92.73,6261.59,TRADE
QLD1,2026-03-22 23:55:00,2026-03-22,92.73,6289.5,TRADE
QLD1,2026-03-23 00:00:00,2026-03-23,90.04,6190.52,TRADE
QLD1,2026-03-23 00:05:00,2026-03-23,98.72,6159.53,TRADE
QLD1,2026-03-23 00:10:00,2026-03-23,97.6,6098.53,TRADE
QLD1,2026-03-23 00:15:00,2026-03-23,98.41,6060.64,TRADE
QLD1,2026-03-23 00:20:00,2026-03-23,97.49,6019.05,TRADE
QLD1,2026-03-23 00:25:00,2026-03-23,95.82,6061.71,TRADE
QLD1,2026-03-23 00:30:00,2026-03-23,95.82,5995.55,TRADE
QLD1,2026-03-23 00:35:00,2026-03-23,95.67,5954.95,TRADE
QLD1,2026-03-23 00:40:00,2026-03-23,75.83,5938.41,TRADE
QLD1,2026-03-23 00:45:00,2026-03-23,85.83,5959.3,TRADE
QLD1,2026-03-23 00:50:00,2026-03-23,87.56,5971.42,TRADE
QLD1,2026-03-23 00:55:00,2026-03-23,91.75,6020.96,TRADE
QLD1,2026-03-23 01:00:00,2026-03-23,82.86,5964.86,TRADE
QLD1,2026-03-23 01:05:00,2026-03-23,91.02,5973.87,TRADE
QLD1,2026-03-23 01:10:00,2026-03-23,85.83,5940.8,TRADE
QLD1,2026-03-23 01:15:00,2026-03-23,85.83,5931.29,TRADE
QLD1,2026-03-23 01:20:00,2026-03-23,85.83,5942.75,TRADE
QLD1,2026-03-23 01:25:00,2026-03-23,73.49,5875.11,TRADE
QLD1,2026-03-23 01:30:00,2026-03-23,77.53,5918.63,TRADE
QLD1,2026-03-23 01:35:00,2026-03-23,85.83,5814.56,TRADE
QLD1,2026-03-23 01:40:00,2026-03-23,75.83,5875.7,TRADE
QLD1,2026-03-23 01:45:00,2026-03-23,75.0,5874.13,TRADE
QLD1,2026-03-23 01:50:00,2026-03-23,72.75,5832.27,TRADE
QLD1,2026-03-23 01:55:00,2026-03-23,72.75,5817.43,TRADE
QLD1,2026-03-23 02:00:00,2026-03-23,72.75,5833.95,TRADE
QLD1,2026-03-23 02:05:00,2026-03-23,72.75,5732.99,TRADE
QLD1,2026-03-23 02:10:00,2026-03-23,75.83,5787.3,TRADE
QLD1,2026-03-23 02:15:00,2026-03-23,74.86,5778.96,TRADE
QLD1,2026-03-23 02:20:00,2026-03-23,87.07,5746.51,TRADE
QLD1,2026-03-23 02:25:00,2026-03-23,91.75,5749.31,TRADE
QLD1,2026-03-23 02:30:00,2026-03-23,91.75,5861.61,TRADE
QLD1,2026-03-23 02:35:00,2026-03-23,94.33,5848.15,TRADE
QLD1,2026-03-23 02:40:00,2026-03-23,71.9,5765.07,TRADE
QLD1,2026-03-23 02:45:00,2026-03-23,73.05,5752.15,TRADE
QLD1,2026-03-23 02:50:00,2026-03-23,85.83,5750.63,TRADE
QLD1,2026-03-23 02:55:00,2026-03-23,85.83,5716.56,TRADE
QLD1,2026-03-23 03:00:00,2026-03-23,73.49,5744.84,TRADE
QLD1,2026-03-23 03:05:00,2026-03-23,75.83,5711.85,TRADE
QLD1,2026-03-23 03:10:00,2026-03-23,75.83,5715.68,TRADE
QLD1,2026-03-23 03:15:00,2026-03-23,75.83,5785.3,TRADE
QLD1,2026-03-23 03:20:00,2026-03-23,75.62,5845.91,TRADE
QLD1,2026-03-23 03:25:00,2026-03-23,75.83,5788.97,TRADE
QLD1,2026-03-23 03:30:00,2026-03-23,85.83,5867.37,TRADE
QLD1,2026-03-23 03:35:00,2026-03-23,85.83,5750.1,TRADE
QLD1,2026-03-23 03:40:00,2026-03-23,85.83,5811.65,TRADE
QLD1,2026-03-23 03:45:00,2026-03-23,91.75,5892.74,TRADE
QLD1,2026-03-23 03:50:00,2026-03-23,85.83,5798.79,TRADE
QLD1,2026-03-23 03:55:00,2026-03-23,89.89,5838.88,TRADE
QLD1,2026-03-23 04:00:00,2026-03-23,85.83,5837.32,TRADE
QLD1,2026-03-23 04:05:00,2026-03-23,85.83,5841.93,TRADE
QLD1,2026-03-23 04:10:00,2026-03-23,91.75,5829.83,TRADE
QLD1,2026-03-23 04:15:00,2026-03-23,85.83,5838.09,TRADE
QLD1,2026-03-23 04:20:00,2026-03-23,85.83,5888.2,TRADE
QLD1,2026-03-23 04:25:00,2026-03-23,85.83,5919.42,TRADE
QLD1,2026-03-23 04:30:00,2026-03-23,82.04,5863.49,TRADE
QLD1,2026-03-23 04:35:00,2026-03-23,75.83,5910.96,TRADE
QLD1,2026-03-23 04:40:00,2026-03-23,89.73,5958.58,TRADE
QLD1,2026-03-23 04:45:00,2026-03-23,85.83,5988.35,TRADE
QLD1,2026-03-23 04:50:00,2026-03-23,76.9,5984.94,TRADE
QLD1,2026-03-23 04:55:00,2026-03-23,87.6,6001.76,TRADE
QLD1,2026-03-23 05:00:00,2026-03-23,76.29,6006.23,TRADE
QLD1,2026-03-23 05:05:00,2026-03-23,75.83,6009.59,TRADE
QLD1,2026-03-23 05:10:00,2026-03-23,76.29,6125.77,TRADE
QLD1,2026-03-23 05:15:00,2026-03-23,74.54,6153.17,TRADE
QLD1,2026-03-23 05:20:00,2026-03-23,75.83,6163.03,TRADE
QLD1,2026-03-23 05:25:00,2026-03-23,77.21,6244.92,TRADE
QLD1,2026-03-23 05:30:00,2026-03-23,77.53,6229.91,TRADE
QLD1,2026-03-23 05:35:00,2026-03-23,84.71,6306.95,TRADE
QLD1,2026-03-23 05:40:00,2026-03-23,85.83,6349.01,TRADE
QLD1,2026-03-23 05:45:00,2026-03-23,84.71,6314.36,TRADE
QLD1,2026-03-23 05:50:00,2026-03-23,85.83,6366.79,TRADE
QLD1,2026-03-23 05:55:00,2026-03-23,85.83,6391.39,TRADE
QLD1,2026-03-23 06:00:00,2026-03-23,91.75,6447.04,TRADE
QLD1,2026-03-23 06:05:00,2026-03-23,79.99,6392.2,TRADE
QLD1,2026-03-23 06:10:00,2026-03-23,95.73,6455.38,TRADE
QLD1,2026-03-23 06:15:00,2026-03-23,95.82,6526.37,TRADE
QLD1,2026-03-23 06:20:00,2026-03-23,91.71,6608.05,TRADE
QLD1,2026-03-23 06:25:00,2026-03-23,91.77,6589.31,TRADE
QLD1,2026-03-23 06:30:00,2026-03-23,91.75,6599.95,TRADE
QLD1,2026-03-23 06:35:00,2026-03-23,91.75,6602.96,TRADE
QLD1,2026-03-23 06:40:00,2026-03-23,93.21,6632.89,TRADE
QLD1,2026-03-23 06:45:00,2026-03-23,91.49,6644.52,TRADE
QLD1,2026-03-23 06:50:00,2026-03-23,76.29,6670.98,TRADE
QLD1,2026-03-23 06:55:00,2026-03-23,75.83,6640.35,TRADE
QLD1,2026-03-23 07:00:00,2026-03-23,53.73,6645.3,TRADE
QLD1,2026-03-23 07:05:00,2026-03-23,39.71,6592.49,TRADE
QLD1,2026-03-23 07:10:00,2026-03-23,5.71,6609.24,TRADE
QLD1,2026-03-23 07:15:00,2026-03-23,3.23,6561.89,TRADE
QLD1,2026-03-23 07:20:00,2026-03-23,0.84,6585.35,TRADE
QLD1,2026-03-23 07:25:00,2026-03-23,-1.02,6549.41,TRADE
QLD1,2026-03-23 07:30:00,2026-03-23,0.84,6518.46,TRADE
QLD1,2026-03-23 07:35:00,2026-03-23,0.84,6489.88,TRADE
QLD1,2026-03-23 07:40:00,2026-03-23,1.22,6464.03,TRADE
QLD1,2026-03-23 07:45:00,2026-03-23,0.0,6364.72,TRADE
QLD1,2026-03-23 07:50:00,2026-03-23,0.0,6333.73,TRADE
QLD1,2026-03-23 07:55:00,2026-03-23,0.0,6271.02,TRADE
QLD1,2026-03-23 08:00:00,2026-03-23,-2.73,6203.18,TRADE
QLD1,2026-03-23 08:05:00,2026-03-23,0.0,6243.14,TRADE
QLD1,2026-03-23 08:10:00,2026-03-23,0.84,6172.13,TRADE
